ticket_id,customer_id,issue_category,description,sentiment,priority
TKT-703196,C03950,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-569370,C03951,Performance,Just a general question about features.,Positive,Low
TKT-295476,C03952,Feature Request,Just a general question about features.,Neutral,High
TKT-238393,C03952,Security,Just a general question about features.,Neutral,Low
TKT-610779,C03953,Technical,Need help setting up SSO.,Neutral,Medium
TKT-370614,C03954,Technical,Works great but I have a question on API limits.,Positive,Medium
TKT-395040,C03956,Account,Just a general question about features.,Neutral,Low
TKT-527054,C03957,Integration,Just a general question about features.,Positive,Low
TKT-344487,C03957,Technical,How do I reset my password?,Neutral,Low
TKT-635658,C03957,Security,Just a general question about features.,Neutral,Low
TKT-638332,C03957,Account,Just a general question about features.,Positive,Low
TKT-883795,C03958,Billing,Update credit card info.,Neutral,Medium
TKT-604699,C03958,Billing,Good service.,Neutral,Low
TKT-315431,C03958,Integration,Just a general question about features.,Neutral,Low
TKT-291221,C03958,Security,Just a general question about features.,Positive,High
TKT-969668,C03959,Performance,Just a general question about features.,Positive,Medium
TKT-442801,C03959,Feature Request,Just a general question about features.,Neutral,Low
TKT-609002,C03959,Security,Just a general question about features.,Neutral,High
TKT-531305,C03959,Billing,Can you send me last month's receipt?,Positive,Low
TKT-320734,C03960,Security,"Terrible experience, not working as expected.",Negative,High
TKT-223355,C03960,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-352142,C03960,Account,"Terrible experience, not working as expected.",Negative,High
TKT-953922,C03960,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-758910,C03960,Technical,Can't log in since yesterday.,Negative,Medium
TKT-741066,C03960,Security,"Terrible experience, not working as expected.",Neutral,Medium
TKT-239350,C03960,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-211268,C03960,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-486681,C03961,Billing,Can you send me last month's receipt?,Negative,Low
TKT-322004,C03961,Integration,Just a general question about features.,Positive,Low
TKT-873115,C03962,Feature Request,Just a general question about features.,Positive,High
TKT-333769,C03962,Integration,Just a general question about features.,Positive,Low
TKT-740741,C03963,Security,Just a general question about features.,Neutral,Medium
TKT-688682,C03963,Security,Just a general question about features.,Negative,Low
TKT-209662,C03964,Feature Request,Just a general question about features.,Neutral,High
TKT-707947,C03964,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-433951,C03964,Integration,Just a general question about features.,Neutral,Low
TKT-247503,C03964,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-152182,C03965,Performance,Just a general question about features.,Neutral,High
TKT-956370,C03965,Feature Request,Just a general question about features.,Neutral,Medium
TKT-318268,C03965,Feature Request,Just a general question about features.,Neutral,Low
TKT-839325,C03965,Security,Just a general question about features.,Neutral,Low
TKT-806752,C03966,Integration,Just a general question about features.,Neutral,High
TKT-236284,C03966,Technical,Need help setting up SSO.,Neutral,Low
TKT-548637,C03966,Technical,Works great but I have a question on API limits.,Neutral,High
TKT-114962,C03967,Feature Request,Just a general question about features.,Positive,Medium
TKT-493649,C03967,Performance,Just a general question about features.,Positive,Medium
TKT-104804,C03968,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-686913,C03968,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-459894,C03968,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-716412,C03968,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-157457,C03968,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-285031,C03968,Account,"Terrible experience, not working as expected.",Negative,High
TKT-648447,C03968,Integration,"Terrible experience, not working as expected.",Neutral,Low
TKT-890997,C03969,Account,Just a general question about features.,Positive,Low
TKT-450337,C03970,Billing,Can you send me last month's receipt?,Positive,High
TKT-824710,C03971,Billing,Update credit card info.,Neutral,Medium
TKT-424542,C03971,Feature Request,Just a general question about features.,Neutral,Low
TKT-461389,C03971,Technical,Need help setting up SSO.,Neutral,High
TKT-562912,C03972,Feature Request,Just a general question about features.,Neutral,High
TKT-444518,C03973,Feature Request,Just a general question about features.,Neutral,High
TKT-220442,C03973,Performance,Just a general question about features.,Positive,Medium
TKT-566733,C03974,Integration,Just a general question about features.,Positive,Medium
TKT-374997,C03975,Security,Just a general question about features.,Positive,Medium
TKT-652470,C03975,Performance,Just a general question about features.,Neutral,High
TKT-712622,C03976,Integration,Just a general question about features.,Positive,High
TKT-651645,C03976,Billing,Can you send me last month's receipt?,Positive,Low
TKT-150184,C03977,Billing,Can you send me last month's receipt?,Neutral,Medium
TKT-382903,C03977,Performance,Just a general question about features.,Negative,High
TKT-376465,C03978,Technical,Works great but I have a question on API limits.,Positive,Medium
TKT-239852,C03978,Performance,Just a general question about features.,Negative,Medium
TKT-805177,C03979,Account,Just a general question about features.,Neutral,Medium
TKT-460632,C03979,Performance,Just a general question about features.,Neutral,Medium
TKT-461278,C03980,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-251980,C03980,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-843716,C03980,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-947314,C03980,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-226109,C03981,Billing,Update credit card info.,Positive,Low
TKT-627536,C03981,Integration,Just a general question about features.,Positive,Low
TKT-814367,C03981,Security,Just a general question about features.,Positive,Medium
TKT-726177,C03982,Security,Just a general question about features.,Neutral,Medium
TKT-571485,C03982,Technical,How do I reset my password?,Neutral,High
TKT-527599,C03982,Technical,How do I reset my password?,Positive,Low
TKT-912734,C03983,Integration,Just a general question about features.,Neutral,Low
TKT-835169,C03983,Security,Just a general question about features.,Neutral,Medium
TKT-744717,C03983,Integration,Just a general question about features.,Neutral,Low
TKT-256056,C03984,Performance,Just a general question about features.,Positive,Low
TKT-547922,C03985,Performance,Just a general question about features.,Positive,Medium
TKT-509465,C03985,Billing,Update credit card info.,Neutral,Low
TKT-757375,C03985,Feature Request,Just a general question about features.,Positive,Medium
TKT-287481,C03986,Security,Just a general question about features.,Neutral,Low
TKT-153094,C03987,Account,Just a general question about features.,Positive,Low
TKT-200928,C03988,Performance,Just a general question about features.,Neutral,Low
TKT-489785,C03988,Performance,Just a general question about features.,Positive,High
TKT-873671,C03988,Integration,Just a general question about features.,Negative,Medium
TKT-179643,C03989,Technical,How do I reset my password?,Neutral,Low
TKT-886036,C03990,Billing,Good service.,Neutral,High
TKT-601490,C03990,Technical,Need help setting up SSO.,Neutral,Low
TKT-827833,C03990,Integration,Just a general question about features.,Neutral,Medium
TKT-838559,C03990,Account,Just a general question about features.,Neutral,Low
TKT-909876,C03991,Performance,Just a general question about features.,Neutral,Low
TKT-231168,C03991,Feature Request,Just a general question about features.,Positive,High
TKT-203028,C03991,Technical,Works great but I have a question on API limits.,Positive,Medium
TKT-622372,C03993,Technical,Works great but I have a question on API limits.,Positive,Medium
TKT-861837,C03993,Security,Just a general question about features.,Neutral,High
TKT-700416,C03993,Billing,Update credit card info.,Positive,Low
TKT-204844,C03994,Billing,Update credit card info.,Neutral,High
TKT-214896,C03995,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-277914,C03995,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-738531,C03995,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-799321,C03995,Billing,Why did my price go up?,Negative,High
TKT-179085,C03995,Account,"Terrible experience, not working as expected.",Neutral,High
TKT-600605,C03995,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-988312,C03996,Security,Just a general question about features.,Positive,Medium
TKT-828676,C03998,Security,Just a general question about features.,Neutral,Low
TKT-592140,C03998,Integration,Just a general question about features.,Positive,High
TKT-322217,C03998,Account,Just a general question about features.,Negative,Low
TKT-997825,C03999,Performance,Just a general question about features.,Neutral,High
TKT-356959,C04000,Account,Just a general question about features.,Positive,Low
TKT-125936,C04000,Security,Just a general question about features.,Neutral,Low
TKT-992496,C04001,Feature Request,Just a general question about features.,Neutral,High
TKT-896146,C04002,Performance,Just a general question about features.,Neutral,Low
TKT-941838,C04003,Technical,How do I reset my password?,Neutral,Low
TKT-676205,C04004,Integration,Just a general question about features.,Neutral,Medium
TKT-703550,C04004,Performance,Just a general question about features.,Positive,Low
TKT-637444,C04004,Feature Request,Just a general question about features.,Negative,Low
TKT-845779,C04005,Performance,Just a general question about features.,Neutral,Low
TKT-434437,C04005,Billing,Can you send me last month's receipt?,Positive,Low
TKT-817387,C04006,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-110228,C04006,Security,"Terrible experience, not working as expected.",Negative,High
TKT-317402,C04006,Billing,Why did my price go up?,Neutral,Low
TKT-407656,C04006,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-642617,C04006,Technical,Can't log in since yesterday.,Negative,Low
TKT-854301,C04006,Integration,"Terrible experience, not working as expected.",Neutral,Low
TKT-576190,C04006,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-981308,C04006,Account,"Terrible experience, not working as expected.",Negative,High
TKT-729154,C04007,Billing,Why did my price go up?,Negative,Medium
TKT-321774,C04007,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-783440,C04007,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-738638,C04007,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-709310,C04008,Security,Just a general question about features.,Neutral,High
TKT-517628,C04008,Security,Just a general question about features.,Positive,High
TKT-909842,C04008,Feature Request,Just a general question about features.,Neutral,Medium
TKT-900334,C04008,Integration,Just a general question about features.,Neutral,Low
TKT-253829,C04009,Security,Just a general question about features.,Positive,High
TKT-552452,C04009,Billing,Can you send me last month's receipt?,Negative,Low
TKT-755990,C04009,Security,Just a general question about features.,Neutral,Medium
TKT-126151,C04010,Integration,Just a general question about features.,Negative,Medium
TKT-857633,C04011,Billing,Good service.,Positive,Low
TKT-805070,C04011,Technical,How do I reset my password?,Neutral,Low
TKT-123261,C04013,Billing,Can you send me last month's receipt?,Neutral,Medium
TKT-730554,C04014,Integration,Just a general question about features.,Positive,Medium
TKT-143854,C04014,Account,Just a general question about features.,Neutral,Low
TKT-633188,C04016,Integration,Just a general question about features.,Negative,High
TKT-169704,C04016,Account,Just a general question about features.,Positive,Low
TKT-340325,C04016,Feature Request,Just a general question about features.,Positive,Medium
TKT-706743,C04017,Billing,Why did my price go up?,Negative,Medium
TKT-286663,C04017,Technical,Your API is too slow and throwing 500 errors.,Negative,High
TKT-647924,C04017,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-673204,C04018,Integration,Just a general question about features.,Neutral,Low
TKT-107227,C04018,Technical,How do I reset my password?,Negative,Low
TKT-413548,C04018,Integration,Just a general question about features.,Neutral,Medium
TKT-805839,C04019,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-695914,C04019,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-591555,C04019,Billing,I was overcharged on my last invoice.,Negative,Low
TKT-297046,C04019,Billing,"Cancel my subscription, too expensive.",Negative,Low
TKT-638413,C04019,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-982862,C04020,Technical,Works great but I have a question on API limits.,Neutral,Low
TKT-525906,C04020,Account,Just a general question about features.,Positive,Medium
TKT-185686,C04020,Billing,Update credit card info.,Negative,High
TKT-847621,C04020,Account,Just a general question about features.,Positive,Low
TKT-238946,C04021,Account,Just a general question about features.,Neutral,Medium
TKT-298198,C04022,Billing,Update credit card info.,Neutral,High
TKT-351522,C04022,Performance,Just a general question about features.,Positive,High
TKT-484745,C04023,Integration,Just a general question about features.,Positive,Low
TKT-734272,C04025,Billing,Good service.,Neutral,Low
TKT-215328,C04025,Performance,Just a general question about features.,Neutral,Medium
TKT-127832,C04025,Feature Request,Just a general question about features.,Neutral,Low
TKT-210690,C04025,Billing,Update credit card info.,Neutral,Medium
TKT-850145,C04026,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-812337,C04026,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-618321,C04026,Security,"Terrible experience, not working as expected.",Negative,High
TKT-166121,C04026,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-501828,C04026,Billing,"Cancel my subscription, too expensive.",Neutral,Low
TKT-263491,C04027,Billing,Can you send me last month's receipt?,Neutral,High
TKT-374826,C04027,Feature Request,Just a general question about features.,Negative,High
TKT-786144,C04027,Feature Request,Just a general question about features.,Positive,Medium
TKT-623815,C04027,Integration,Just a general question about features.,Neutral,Low
TKT-544745,C04028,Feature Request,Just a general question about features.,Neutral,Low
TKT-843065,C04029,Account,Just a general question about features.,Positive,Low
TKT-396771,C04030,Technical,How do I reset my password?,Neutral,Low
TKT-359935,C04030,Technical,How do I reset my password?,Neutral,High
TKT-366968,C04032,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-807755,C04032,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-893002,C04032,Account,"Terrible experience, not working as expected.",Negative,High
TKT-405264,C04032,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-692697,C04032,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-910147,C04033,Technical,"System is always down, very frustrating.",Negative,Low
TKT-598750,C04033,Billing,Why did my price go up?,Negative,Medium
TKT-390210,C04033,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-647942,C04033,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-770023,C04033,Technical,"System is always down, very frustrating.",Negative,High
TKT-160410,C04034,Account,Just a general question about features.,Positive,Medium
TKT-550391,C04034,Technical,Need help setting up SSO.,Negative,Low
TKT-672232,C04034,Account,Just a general question about features.,Neutral,High
TKT-426025,C04034,Feature Request,Just a general question about features.,Neutral,Medium
TKT-648687,C04034,Security,Just a general question about features.,Positive,High
TKT-814876,C04035,Account,Just a general question about features.,Positive,Low
TKT-272076,C04035,Technical,How do I reset my password?,Positive,Medium
TKT-329531,C04035,Account,Just a general question about features.,Neutral,Low
TKT-817263,C04036,Security,Just a general question about features.,Positive,Low
TKT-978516,C04037,Performance,Just a general question about features.,Neutral,Low
TKT-141552,C04038,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-706054,C04038,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-658890,C04038,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-742276,C04038,Billing,Why did my price go up?,Negative,Low
TKT-641341,C04038,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-629915,C04039,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-291186,C04039,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-696727,C04039,Security,"Terrible experience, not working as expected.",Neutral,High
TKT-756924,C04039,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-144108,C04040,Account,Just a general question about features.,Neutral,Low
TKT-102532,C04040,Performance,Just a general question about features.,Positive,Low
TKT-206736,C04041,Security,Just a general question about features.,Neutral,Medium
TKT-405905,C04042,Feature Request,Just a general question about features.,Neutral,Medium
TKT-331471,C04042,Security,Just a general question about features.,Positive,Medium
TKT-653417,C04042,Technical,How do I reset my password?,Neutral,Low
TKT-186420,C04043,Feature Request,Just a general question about features.,Neutral,Low
TKT-800581,C04043,Performance,Just a general question about features.,Neutral,Medium
TKT-701258,C04043,Performance,Just a general question about features.,Neutral,Low
TKT-989327,C04045,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-563898,C04045,Performance,"Terrible experience, not working as expected.",Neutral,High
TKT-743703,C04045,Performance,"Terrible experience, not working as expected.",Neutral,High
TKT-528162,C04045,Account,"Terrible experience, not working as expected.",Neutral,Medium
TKT-416613,C04045,Technical,"System is always down, very frustrating.",Negative,Low
TKT-558275,C04045,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-275380,C04046,Integration,"Terrible experience, not working as expected.",Neutral,Low
TKT-655031,C04046,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-784758,C04046,Performance,"Terrible experience, not working as expected.",Neutral,Low
TKT-427575,C04046,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-994889,C04046,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-614135,C04047,Account,Just a general question about features.,Positive,Low
TKT-477251,C04048,Technical,Works great but I have a question on API limits.,Neutral,Medium
TKT-381159,C04049,Account,Just a general question about features.,Neutral,Low
TKT-607028,C04049,Technical,Need help setting up SSO.,Positive,Low
TKT-839054,C04050,Technical,Need help setting up SSO.,Positive,Low
TKT-535973,C04050,Security,Just a general question about features.,Positive,Medium
TKT-275355,C04051,Performance,Just a general question about features.,Neutral,Medium
TKT-766097,C04051,Integration,Just a general question about features.,Neutral,Medium
TKT-894530,C04052,Feature Request,Just a general question about features.,Positive,Medium
TKT-392871,C04052,Billing,Can you send me last month's receipt?,Negative,Low
TKT-957960,C04052,Security,Just a general question about features.,Positive,Medium
TKT-732082,C04053,Account,Just a general question about features.,Neutral,Low
TKT-723811,C04054,Integration,Just a general question about features.,Neutral,Low
TKT-655984,C04054,Billing,Good service.,Positive,Low
TKT-761239,C04054,Billing,Can you send me last month's receipt?,Neutral,High
TKT-427373,C04054,Technical,Need help setting up SSO.,Positive,Low
TKT-137038,C04054,Performance,Just a general question about features.,Positive,Low
TKT-846642,C04055,Account,Just a general question about features.,Neutral,Low
TKT-422095,C04057,Security,Just a general question about features.,Negative,Medium
TKT-589202,C04057,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-103687,C04057,Billing,Update credit card info.,Neutral,Low
TKT-210412,C04057,Security,Just a general question about features.,Neutral,Medium
TKT-957299,C04058,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-475890,C04058,Account,"Terrible experience, not working as expected.",Negative,High
TKT-948916,C04058,Technical,"System is always down, very frustrating.",Neutral,Medium
TKT-891895,C04058,Billing,Why did my price go up?,Negative,High
TKT-454387,C04060,Feature Request,Just a general question about features.,Positive,Low
TKT-514993,C04060,Feature Request,Just a general question about features.,Neutral,High
TKT-328738,C04060,Performance,Just a general question about features.,Positive,High
TKT-354857,C04062,Security,Just a general question about features.,Neutral,Low
TKT-576786,C04062,Security,Just a general question about features.,Neutral,Low
TKT-869676,C04062,Integration,Just a general question about features.,Neutral,High
TKT-766554,C04062,Feature Request,Just a general question about features.,Positive,Medium
TKT-808644,C04063,Feature Request,Just a general question about features.,Neutral,High
TKT-350782,C04064,Feature Request,Just a general question about features.,Neutral,Low
TKT-929526,C04064,Performance,Just a general question about features.,Positive,High
TKT-439024,C04064,Integration,Just a general question about features.,Negative,Low
TKT-833959,C04064,Technical,How do I reset my password?,Neutral,Low
TKT-663103,C04064,Integration,Just a general question about features.,Positive,Medium
TKT-760562,C04064,Feature Request,Just a general question about features.,Positive,Low
TKT-907629,C04065,Billing,Good service.,Negative,Low
TKT-797723,C04065,Performance,Just a general question about features.,Positive,Low
TKT-801253,C04066,Technical,Works great but I have a question on API limits.,Neutral,Medium
TKT-409351,C04066,Account,Just a general question about features.,Neutral,Low
TKT-176561,C04067,Account,Just a general question about features.,Positive,Low
TKT-904365,C04067,Security,Just a general question about features.,Neutral,High
TKT-523584,C04067,Security,Just a general question about features.,Negative,High
TKT-471157,C04067,Security,Just a general question about features.,Positive,Medium
TKT-227542,C04068,Feature Request,Just a general question about features.,Positive,Low
TKT-761633,C04068,Feature Request,Just a general question about features.,Negative,Low
TKT-360985,C04068,Integration,Just a general question about features.,Negative,Medium
TKT-968264,C04068,Performance,Just a general question about features.,Neutral,Low
TKT-561335,C04068,Integration,Just a general question about features.,Negative,High
TKT-799665,C04069,Performance,Just a general question about features.,Negative,Low
TKT-658614,C04069,Technical,How do I reset my password?,Positive,High
TKT-140287,C04069,Technical,Works great but I have a question on API limits.,Positive,High
TKT-629316,C04069,Feature Request,Just a general question about features.,Neutral,Low
TKT-981650,C04070,Integration,Just a general question about features.,Neutral,Low
TKT-911961,C04070,Billing,Good service.,Neutral,Low
TKT-258695,C04070,Security,Just a general question about features.,Negative,Low
TKT-608595,C04071,Integration,Just a general question about features.,Neutral,High
TKT-935203,C04072,Technical,How do I reset my password?,Neutral,Medium
TKT-835899,C04072,Feature Request,Just a general question about features.,Positive,Low
TKT-772827,C04074,Account,Just a general question about features.,Positive,Low
TKT-797247,C04074,Integration,Just a general question about features.,Neutral,Low
TKT-428496,C04076,Security,Just a general question about features.,Positive,Low
TKT-792971,C04077,Technical,"System is always down, very frustrating.",Neutral,Low
TKT-236907,C04077,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-710234,C04077,Technical,Can't log in since yesterday.,Negative,Low
TKT-334450,C04077,Security,"Terrible experience, not working as expected.",Negative,High
TKT-387302,C04077,Integration,"Terrible experience, not working as expected.",Neutral,Medium
TKT-641598,C04077,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-681915,C04078,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-821618,C04078,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-651013,C04078,Account,"Terrible experience, not working as expected.",Negative,High
TKT-730316,C04078,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-929423,C04078,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-344592,C04079,Security,Just a general question about features.,Neutral,Low
TKT-631282,C04079,Security,Just a general question about features.,Neutral,Medium
TKT-707152,C04080,Security,Just a general question about features.,Positive,Low
TKT-156267,C04080,Performance,Just a general question about features.,Neutral,High
TKT-885883,C04081,Performance,Just a general question about features.,Positive,Medium
TKT-774511,C04082,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-726121,C04082,Billing,"Cancel my subscription, too expensive.",Neutral,Medium
TKT-880382,C04082,Billing,Why did my price go up?,Negative,Low
TKT-426028,C04082,Billing,I was overcharged on my last invoice.,Negative,Medium
TKT-422164,C04083,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-227857,C04083,Billing,"Cancel my subscription, too expensive.",Negative,Low
TKT-150548,C04083,Technical,"System is always down, very frustrating.",Negative,Low
TKT-464668,C04083,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-293242,C04084,Account,Just a general question about features.,Neutral,Medium
TKT-116961,C04084,Feature Request,Just a general question about features.,Neutral,Low
TKT-576395,C04085,Security,Just a general question about features.,Positive,Medium
TKT-246926,C04086,Security,Just a general question about features.,Positive,Low
TKT-705824,C04087,Billing,Update credit card info.,Neutral,Medium
TKT-607335,C04088,Security,Just a general question about features.,Neutral,Low
TKT-714256,C04088,Billing,Good service.,Neutral,Medium
TKT-184174,C04090,Security,Just a general question about features.,Positive,Medium
TKT-265916,C04090,Account,Just a general question about features.,Neutral,Low
TKT-372825,C04090,Integration,Just a general question about features.,Neutral,High
TKT-176200,C04091,Technical,Can't log in since yesterday.,Negative,Medium
TKT-359595,C04091,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-318526,C04091,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-150050,C04091,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-255111,C04091,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-116496,C04092,Billing,Why did my price go up?,Negative,Low
TKT-181581,C04092,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-831084,C04092,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-902401,C04092,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-515842,C04092,Technical,"System is always down, very frustrating.",Negative,Low
TKT-762582,C04092,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-218452,C04092,Technical,"System is always down, very frustrating.",Negative,Low
TKT-189400,C04093,Billing,Update credit card info.,Positive,Medium
TKT-902668,C04093,Technical,Works great but I have a question on API limits.,Positive,Medium
TKT-439488,C04093,Billing,Good service.,Neutral,High
TKT-705156,C04093,Account,Just a general question about features.,Neutral,Medium
TKT-854842,C04094,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-686428,C04094,Performance,"Terrible experience, not working as expected.",Neutral,Medium
TKT-735033,C04094,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-592761,C04094,Performance,"Terrible experience, not working as expected.",Neutral,Medium
TKT-718182,C04095,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-529260,C04095,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-437438,C04095,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-502482,C04095,Feature Request,"Terrible experience, not working as expected.",Neutral,Medium
TKT-994323,C04095,Performance,"Terrible experience, not working as expected.",Neutral,Medium
TKT-204576,C04096,Integration,Just a general question about features.,Neutral,Medium
TKT-666679,C04097,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-884304,C04098,Performance,"Terrible experience, not working as expected.",Neutral,Low
TKT-712411,C04098,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-341280,C04098,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-853083,C04098,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-588800,C04098,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-163416,C04099,Integration,Just a general question about features.,Negative,Low
TKT-288099,C04099,Integration,Just a general question about features.,Positive,High
TKT-830830,C04100,Technical,Can't log in since yesterday.,Negative,Low
TKT-154124,C04100,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-693531,C04100,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-734235,C04100,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-464178,C04100,Security,"Terrible experience, not working as expected.",Negative,High
TKT-394416,C04100,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-406797,C04100,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-552567,C04101,Integration,Just a general question about features.,Neutral,Medium
TKT-529692,C04101,Technical,How do I reset my password?,Neutral,High
TKT-820717,C04101,Security,Just a general question about features.,Neutral,Medium
TKT-828026,C04102,Security,Just a general question about features.,Neutral,Medium
TKT-163896,C04102,Billing,Good service.,Positive,Low
TKT-448507,C04102,Technical,How do I reset my password?,Neutral,Low
TKT-336262,C04102,Feature Request,Just a general question about features.,Neutral,Medium
TKT-923542,C04102,Technical,Need help setting up SSO.,Neutral,Low
TKT-525093,C04103,Account,Just a general question about features.,Positive,Medium
TKT-607567,C04103,Billing,Update credit card info.,Positive,Low
TKT-736847,C04103,Account,Just a general question about features.,Neutral,Low
TKT-599969,C04103,Performance,Just a general question about features.,Positive,Medium
TKT-541275,C04103,Performance,Just a general question about features.,Neutral,High
TKT-711357,C04103,Account,Just a general question about features.,Positive,Low
TKT-874389,C04104,Technical,How do I reset my password?,Neutral,Low
TKT-419139,C04105,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-670567,C04105,Technical,Can't log in since yesterday.,Negative,Low
TKT-408706,C04105,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-570631,C04105,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-713811,C04106,Security,Just a general question about features.,Neutral,Medium
TKT-586665,C04106,Performance,Just a general question about features.,Positive,High
TKT-179098,C04107,Performance,Just a general question about features.,Neutral,Medium
TKT-935489,C04108,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-338318,C04108,Billing,I was overcharged on my last invoice.,Negative,Medium
TKT-302353,C04108,Security,"Terrible experience, not working as expected.",Negative,High
TKT-858514,C04108,Billing,"Cancel my subscription, too expensive.",Neutral,Medium
TKT-391800,C04109,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-733382,C04109,Integration,"Terrible experience, not working as expected.",Neutral,Medium
TKT-369548,C04109,Security,"Terrible experience, not working as expected.",Neutral,Medium
TKT-346275,C04109,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-312506,C04110,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-606183,C04110,Security,"Terrible experience, not working as expected.",Neutral,High
TKT-895047,C04110,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
